Comment,Sentiment
Mam i really wanted to learn programming language from beginning u plz give me a any suggestion,Positive
Mam my background is B.sc( it),Neutral
Mam mai cyber security ( ethical hacking) ke liye sik raha hu Kan si language prefer karu,Positive
Thankyouuuu di! ❤️,Neutral
Thanks shrdha didi,Positive
Thanks,Positive
back end developer  with python And Python Framework Django  Full Course Video Please..,Positive
Hloo.. Mam.. Mujhe sap abap sikhna h  uske liye coding ki knowledge honi chiye Or mujhe bilkul bhi knowledge nhi hai.. To mai  sap abap ka course purchase krne se palhe thori coding sikhna chati hu to uske liye mujhe guidance chiye ki mai kaha se start kru,Neutral
shraddha di please make a video on ios developtment,Neutral
Wallah habibi 😍🤣,Neutral
Cyber security ke liya what to learn?,Neutral
"Can commerce student should learn coding ,its really needed",Positive
Didi ki jai ho... Didi ye btao freelance bnne k liye kya path hoga langg lerning m,Neutral
Hi mam  I'm a commerce graduate  student pursuing mba  want to  start a career in software  what I should  learn  please help,Neutral
How to learn animations pe video banao,Neutral
Please make video for buy laptop for coding and programing in low budget,Neutral
Thank you didi,Neutral
Mam bca course asha hia,Neutral
🔥🔥🔥Who is genius here from class 7th like meee,Neutral
You are like a god for us 💕💕💕,Neutral
Mobile se jo sakta hai coding,Neutral
Didi flutter se related vedio Upload kro,Neutral
I am a class 11 student want to study coding.,Neutral
Mam we need to make website,Neutral
H.s pass arts student k liye best course konsa hoga? Jise sikh k har waqt naukri pa sakta hu?,Positive
Mam pahle coding shikhe ya java language,Neutral
Can u make vedio of  coding laptop,Neutral
noy bad,Negative
https://youtu.be/sdzg89exU9w,Neutral
❤️❤️❤️ you are our inspiration.,Neutral
Thanks .mem,Positive
Di me pcb ke sath computer me sakte hai kiya,Neutral
Banking ki liye konsa karna chahiye,Neutral
Kya gajab ka hindi me bat karte hai aap,Neutral
"Didi,please make some videos for QA testing",Neutral
kya Commerce main 12th pass karke  cording kar sakte hai,Positive
Thanks di 😊,Positive
Can I get your insta I'd for deep know  about the codings and some queries I have,Neutral
"Hey, I am into finance but due to the recent technological trends I feel learning a coding language will excel my career. 
So how should I kick start my coding learning journey?",Negative
Thanks madam 🙏,Positive
"What if my background is bsc zoology.
Can I  do python?",Neutral
Mam you’ll be start swift language for ips,Neutral
Thank you so much ❤️,Positive
Want to learn Selenium Automation with java,Neutral
"I am school student want to learn python 🥰 
I am 13 but i can't choose my carrier for coding 
I just love python plz tell me is it okay  to learn python",Positive
"Mam me iit ka tyari kar raha hu or mujhe cs branch me jana h , 
     Kya mujhe pahle se kuchh course ana chahiye.
Please mam reply.",Neutral
Didi amazing 🤗,Positive
https://youtu.be/XLHgcvv1TJs,Neutral
Didi mai recently bsc zoology complete kiya hai kya mai coding as a career option chose karu kya mujhe placement milega please reply bahut confused hun🙏🙏🙏,Negative
Mana android development Karni ha To sub sa phal kn se language karo,Neutral
bsc student nahi kar skte ky mam,Neutral
Isme flutter ko Q chor diye,Neutral
Mag agar koi alag stream se ho means no IT background kya hum sikh ke job le sakte hei ??,Neutral
Job milne ke liye,Neutral
Thanks ma'am I m dropper you just showed me what I should do now.,Positive
https://youtu.be/oPM7C3T51H0,Neutral
https://youtu.be/oPM7C3T51H0,Neutral
Qualification,Neutral
"Hi dear, can you give some non-coding job ideas for housewives. Where to start and where to apply and how to clear an interview. Please reply me dear",Positive
Didi ap kaha se hoo,Neutral
"plz make  a video on block cahin development , i want to be a block cahin developer",Neutral
Didi kya hp pavillion g4 laptop se coding sikh sakte hai please reply 🙏🙏,Neutral
Abudei in female version,Neutral
Mam I am a student of 12 and I wanted to learn programming and software engineering without degree and don't want to go in a institute just want to learn and work upon a startup,Neutral
Di bio student at 25 age pr coding seekh skte h??,Neutral
Ma fun ka liya c learn kar ra ho,Positive
Mera mahanga Nassa hai coding ke liye,Neutral
School  Boy 👦,Neutral
Love from bd,Positive
try to do video on manual/automation testing,Neutral
Di... Hum Java sai start karte hai usme he apne DSA bhe cover karadia 😇🙏,Neutral
"bahen tum a sub bistar se bataw, me kus karna chata hu coding me . tumari bat mari oper ce gaya . plz explain coding. love from Bangladesh 🇧🇩.  me student hu . or Google ka cu konce vag me coding  kithi ovi batana ❤",Positive
"i feel sorry for my self ,that apna college has no content on ds.c............hard time............",Negative
"Mam
i hv done b.com in 2011 now working prof. 
now i want to swith into AI, ML 

guide me plz",Neutral
Arts student bhi coding sekh sakte hai,Neutral
Hacking par eak video banado please,Neutral
"Job ko last year mein apply kar sakte hai kya last semister mein.??
I am MCA STUDENT ..",Neutral
"Bas mje k liye coding seekhna h
10th board k baad almost 2 month ka time milega. Usi m seekhunga 😊",Neutral
Aap hamari didi ni ho,Neutral
"Koi mujhe sundar,sasta,tikau,susheel laptop bata do",Neutral
Ma'am I completed mechanical engineering I want to change to it sector please suggest me,Neutral
Didi I am a student and I really want to start  coding . So from where I can take my coding class.,Positive
Plzz can u make videos on excel,Neutral
Mam you are doing great  job.. 👍🏼👍🏼 you r only hope for the peoples who r unable to purchase packages to learn languages.,Positive
aisa bhi to ho sakta hai ki wo kuchh nhi kar rha hai,Neutral
Bahut achhe se samja diya didi kamfustha ab nahi hu,Neutral
Offline class chalta hai kya kahi me,Neutral
Good evening dii kya ba krne wale sokh skte hai coding,Positive
Can you please make a video for how to solve any code problem. When i go to solve any problem i place so many problem like how to write which code write what is the logic. How i think this code is for this problem. This is the main reason I'm moving from programing.Because of this I feel like I can't reach my goal. I'm very worried about it.It would be nice if you could explain it with an example. I think he told me to solve this program Solve Quadratic Equation. I know that I have to use some basic lines but I don't know how to understand the rest of what to use and which line to write. Due to this problem I am not able to participate in any competition anywhere. Studying computer science seems to be the wrong thing to do. Looks like I can't do anything by programming. Please give me some suggestions.,Positive
"I am working in pharma industry, wanted to learn the coding is it possible for non tech person to learn coding",Neutral
"Thanks for Connecting learning course
Jai Hind Jai Bharat
Aapka introduction ka tarika easy open achcha hai",Positive
Koi adi language nhi ha jo insar field ma Kam ay,Neutral
01000110 01100001 01101110 00100000 00111100 00110011,Neutral
Didi mt bolo yarr didi nhi mante hum aapko,Neutral
Ok,Positive
great content didi,Positive
c++ ka advanced video chaiye,Positive
"Hello Didi ,CODDING SIKH NA SE PAHALA MINIMUM KITNA STUDE KARNA PAREGA ?",Neutral
Didi phyton language detail ka bhi videos banado na 🥺,Neutral
Hey ye resume kya ?? 😅 Thoda confusing hai kyuki abhi web development ka shuruwaat hi kiye h aur aage yhi Krna h,Negative
Agr 12 me comp na li hoto? But ab college me coding karni hoto? Plz help,Neutral
I wanna do code with interest for finding high paying job!! 😆,Positive
How to learn all of these and How are you the master in every language....,Neutral
thanks for motivation,Positive
Didi apne coding kaha se sikhi?,Neutral
Mobile se coding कैसे करे???,Neutral
Hacking karna ka liya konsi language didi,Neutral
"Very interesting, precise message. The narrator is a talented and passionate person, God bless!",Positive
Ma'am ap ka dil kasa hack kasa kara,Neutral
Stay blessed.kindly tell how math works in coding. Thank you,Neutral
Thanque,Neutral
Please do in English  your videos,Neutral
Contac no. Mil skta hai ky apka kch career counseling Krna ho to??,Neutral
"Didi in our schools we have always been taught HTML
I haven't mastered HTML but i want to
Can i learn HTML firstly?",Positive
Kiya hum mobile se coding nahi kar sakte hai because mere pass to laptop 💻  hai hi nahi par coding karne ka manna bahut karta hai interest bhi bahut hai kiya Karu ........,Negative
MacBook,Neutral
Muje HTML language batha hai 😎😎 mene 7 th standard padtha hu,Neutral
https://youtu.be/7q0MlYrdZxE,Neutral
Didi i am a biology student will it make me easy to learn coding in engineering..pls make a video how can bio student learn coding in their degree if they opt engineering as a career..,Positive
Thanks didi,Positive
I'm BScIT student and I want to learn Java for jobs so what is the salary after java completed ❓❓❓,Neutral
Ma medical student  hu.... Just side skill ka. Leyai. Konsi. Language seekhu?,Neutral
Mam mechanical branch specific time mil jaye to video bana lijiye kon sa coding hum logo ke liye best rahega,Positive
Placement Java c++,Neutral
same as me i started from c++ and currently studying,Neutral
Coding sikhne se pehle Kiya kiya aana chahiy,Neutral
Thank you ❤😍 didi,Neutral
Hello microsoft wali didi!😊😊,Neutral
Commerce Wale Sikh sakte hai kya coding,Neutral
Medical Coding,Neutral
Didi can we ues our phone for coding ?or a tab/laptop is needed,Neutral
😅😅,Neutral
Aap bahut sundar ho apka lecture mai nind nahi aati,Neutral
I learn for fun,Positive
DD mat bolo yarr ... Dil me darad hota hai 😭😭😭😭😄😆,Neutral
To gud this is amazing vdio didi you are a great gidenuer and a best teacher in the wrold ❤️ love u didi ❤️🙏🙏,Positive
3:27- for Placements,Neutral
Di I have a question mujhe bhi coding main bhaut interest h but main ne computer science inter main nhi Liya h toh kya main  coding sikh or kar sakte hu,Positive
Coding ke liye b.tec ya bca jaruri hai ?,Neutral
"Shandaar jankari, ❤️ se dhnywad deeply smjhane ke lie.",Neutral
I am in my final year and have learned JAVA language... I have just started to learn web developement (frontend) will i able to land up with a decent job in any IT company... Because I think it's high time and till when I will be able to land up with jobs ?,Positive
Make video on machine learning,Neutral
Python only hacking,Neutral
I am from B. Com computers Background Now I want to switch my carrier in Software engeenering can you suggest or Guid me?,Neutral
Ma'am please Apache camel ke bare me bataye ...where should I need to learn,Positive
"Mam, I'm from commerce background 
I have done B.com
But i want to do programming and coding 

Can I do this as I'm from commerce background",Neutral
Didi agar Ethical Hacker bana hai to konsi coding seekhe?,Positive
